sample_id,source_id,raw_path,relative_path,caption,width,height,sha256,valid,error
coco_71aa5eece8a6c861d612799c,coco,data/raw_smoke/coco/images/train2017/000000000331.jpg,images/train2017/000000000331.jpg,smoke coco scene 331,128,128,1f0b730af40c11aa61c9e7531904b8156e3e8037b75e430543dd7628cf0e472e,1,
coco_41be427f2ce1609a877589a2,coco,data/raw_smoke/coco/images/train2017/000000000332.jpg,images/train2017/000000000332.jpg,smoke coco scene 332,128,128,6d10cca2506a0ce9e57579a5e155b94f2480061e8377aba42b21294aee92ebc7,1,
coco_bc6000ab151ccf85edbfe391,coco,data/raw_smoke/coco/images/train2017/000000000333.jpg,images/train2017/000000000333.jpg,smoke coco scene 333,128,128,91af929c66417fc7e7f741c5e371d2db8121b8e4691a868339b867cb998040f6,1,
coco_0d3d1916ce0e38cf9e2260c8,coco,data/raw_smoke/coco/images/train2017/000000000334.jpg,images/train2017/000000000334.jpg,smoke coco scene 334,128,128,f1c285b7f031239b0b62a1cebf819735fe29000821fe56cd279a5b02891c63d4,1,
coco_52b66cbdf6089f4a0dbb9ec2,coco,data/raw_smoke/coco/images/train2017/000000000335.jpg,images/train2017/000000000335.jpg,smoke coco scene 335,128,128,86479713861598ae0a87032fb78ea1e50d56d5b3e63d0bbe435b179f698151e6,1,
coco_f4f8ab6f279dfd0948baf55c,coco,data/raw_smoke/coco/images/train2017/000000000336.jpg,images/train2017/000000000336.jpg,smoke coco scene 336,128,128,1c253cf9a1643285ac45a28e0ae534d1f2e63cc1ed108639a61cd77e74c9d319,1,
coco_4ceecb537df4004d50fe4837,coco,data/raw_smoke/coco/images/train2017/000000000337.jpg,images/train2017/000000000337.jpg,smoke coco scene 337,128,128,0e3254ebdad2bcd762292ccda90543bac6b7b9cee9ded39ad7f69bc00fdd1c97,1,
coco_b0d9cfa1694b5417b78f8c6a,coco,data/raw_smoke/coco/images/train2017/000000000338.jpg,images/train2017/000000000338.jpg,smoke coco scene 338,128,128,8bed27636f6b99541305f65b67f0b597abb802521be91fd559539291a1297332,1,
coco_2f13d2fa8871607da87e8cd0,coco,data/raw_smoke/coco/images/train2017/000000000339.jpg,images/train2017/000000000339.jpg,smoke coco scene 339,128,128,590c56957bb78673979df9fb16176b92ff42c21440a3307d624b64efcf6543ef,1,
coco_27156729b41d68fba7f7a851,coco,data/raw_smoke/coco/images/train2017/000000000340.jpg,images/train2017/000000000340.jpg,smoke coco scene 340,128,128,b8c7404cbba984000f6d64d9a254ccf3612a7107c891bbc7c78b00ee2c6c47be,1,
coco_9066c465d541351ccef7e59f,coco,data/raw_smoke/coco/images/train2017/000000000341.jpg,images/train2017/000000000341.jpg,smoke coco scene 341,128,128,618d8b8d5c31ff13a40a7e99a4afa2a85ab9c20a862f7a5bc0bf11742e714fee,1,
coco_28d39c80cea4f1cb58599295,coco,data/raw_smoke/coco/images/train2017/000000000342.jpg,images/train2017/000000000342.jpg,smoke coco scene 342,128,128,76ccb773a07ab0d0bc2400cf822d2e4b2135330169b5b80684814b8e4cf742fe,1,
coco_0891cbf1aa71ff7807f4a4be,coco,data/raw_smoke/coco/images/train2017/000000000343.jpg,images/train2017/000000000343.jpg,smoke coco scene 343,128,128,4a00daa8854e2be3af5d4c388a0aeb463fec85e93e8989f4d49cb8b858c7829a,1,
coco_233f15f62fe7b7930d226c92,coco,data/raw_smoke/coco/images/train2017/000000000344.jpg,images/train2017/000000000344.jpg,smoke coco scene 344,128,128,de4be885546b9110f51beb78d605bd61ac85b73330807b057c1fb4a13b67ada8,1,
coco_1fee296e47a5d53fd7086cb4,coco,data/raw_smoke/coco/images/train2017/000000000345.jpg,images/train2017/000000000345.jpg,smoke coco scene 345,128,128,bfb7e3caec9cb004a180e3908470df2d26b8968553a52a1ad607afe3e077be49,1,
coco_b4e89496006c366df59a4aac,coco,data/raw_smoke/coco/images/train2017/000000000346.jpg,images/train2017/000000000346.jpg,smoke coco scene 346,128,128,5a0dc3f02708f7cab377386bf642d60b50a4bc66556008cb258051ae0edf7a0e,1,
coco_697b92dbcfd7a88f3d0a26f4,coco,data/raw_smoke/coco/images/train2017/000000000347.jpg,images/train2017/000000000347.jpg,smoke coco scene 347,128,128,47359d5944530a857375d00675146495e0b81ac21994a5ec3bebd709dfc4e90c,1,
coco_2dbfc2b4678daf35391c0ff4,coco,data/raw_smoke/coco/images/train2017/000000000348.jpg,images/train2017/000000000348.jpg,smoke coco scene 348,128,128,4c9a6f183b234fcb80ea33f5f50c8c6a88a61b29d35361cecfb341aaa765b1d5,1,
coco_1aea0502435b0b689c526819,coco,data/raw_smoke/coco/images/train2017/000000000349.jpg,images/train2017/000000000349.jpg,smoke coco scene 349,128,128,dfeabeb25b9640009f50879d94f968940a790f65392b8d0a765626404f4f2c64,1,
coco_48adc89b8b514428f82fba4f,coco,data/raw_smoke/coco/images/train2017/000000000350.jpg,images/train2017/000000000350.jpg,smoke coco scene 350,128,128,d73f58a1457d26feff2bd1034f953d338c7e3b3ca4b3bf86f0c4af2ae8c733ac,1,
coco_3509751d9a2290a6105ac249,coco,data/raw_smoke/coco/images/train2017/000000000351.jpg,images/train2017/000000000351.jpg,smoke coco scene 351,128,128,25daf090c2dc6547c91c53dc2a6f42cf952be9f35fec177e84ee1c29a710adec,1,
coco_b08d4dadca3a57c4f822e398,coco,data/raw_smoke/coco/images/train2017/000000000352.jpg,images/train2017/000000000352.jpg,smoke coco scene 352,128,128,9001f3d3bc091702756140a35f5c8be62a9227450750e59b78c8aed1753026ef,1,
coco_40eb1adb1656113a2c14853f,coco,data/raw_smoke/coco/images/train2017/000000000353.jpg,images/train2017/000000000353.jpg,smoke coco scene 353,128,128,4e9a90655e15463ddca751673d12ab10ec7f81c9447311a5de67390849cca461,1,
coco_6b5479de9f17db628c6844d2,coco,data/raw_smoke/coco/images/train2017/000000000354.jpg,images/train2017/000000000354.jpg,smoke coco scene 354,128,128,0152b21c62a2d54f4a588fec778dfed18afb3d2cb41af4a3e77a38a2a26e1460,1,
coco_951206332731decbfb56f8c4,coco,data/raw_smoke/coco/images/train2017/000000000355.jpg,images/train2017/000000000355.jpg,smoke coco scene 355,128,128,a74f49f6a033c246bba4f663489b68c0e3e94e5bf474f97fc6911b0447f14d85,1,
coco_4c1ed991d7bc7109435640f1,coco,data/raw_smoke/coco/images/train2017/000000000356.jpg,images/train2017/000000000356.jpg,smoke coco scene 356,128,128,bc6f32b7d69308ce5eafb3c0f39a3aba79bb6fb889cdf3a14fd1360d6461c581,1,
coco_576cbdc27c655c8e6bb2ade6,coco,data/raw_smoke/coco/images/train2017/000000000357.jpg,images/train2017/000000000357.jpg,smoke coco scene 357,128,128,c515b05b3bf8821d8e0f83a0e2c6608b1611e6d3a196846e990f0e049d35dba1,1,
coco_84ed66c8bbf6dbca16df4bdd,coco,data/raw_smoke/coco/images/train2017/000000000358.jpg,images/train2017/000000000358.jpg,smoke coco scene 358,128,128,88980fd7a60545558711e11fa27067e18facd90c78512ded160907603bd3bdb8,1,
coco_733b90e6d11c17a5d6c0df5f,coco,data/raw_smoke/coco/images/train2017/000000000359.jpg,images/train2017/000000000359.jpg,smoke coco scene 359,128,128,642b5753e4cc275d6ab179b34a6b63918609cb1ed3f78a8f89d44b27c8616598,1,
coco_cc6035aea8d8aa37ebbe76e9,coco,data/raw_smoke/coco/images/train2017/000000000360.jpg,images/train2017/000000000360.jpg,smoke coco scene 360,128,128,89f06053eb26ceea2adbed4f9f1a0cf455666af131a38f2c468263b037779963,1,
coco_ca8912683a2b6a3362361e24,coco,data/raw_smoke/coco/images/train2017/000000000361.jpg,images/train2017/000000000361.jpg,smoke coco scene 361,128,128,5f6d0fc9a230a8532982f25ea3226d6c6d3b6cbf7a5ebfed291f141ca27e4157,1,
coco_b82603efdd95ae5629c85df7,coco,data/raw_smoke/coco/images/train2017/000000000362.jpg,images/train2017/000000000362.jpg,smoke coco scene 362,128,128,05e43662ed4dfd5e25c82d7f1d8946701e0c579cfd402d6dd418bacba45ab559,1,
coco_eb3db350fd24c1b3d584e559,coco,data/raw_smoke/coco/images/train2017/000000000363.jpg,images/train2017/000000000363.jpg,smoke coco scene 363,128,128,4bf5e8a37f8245b007fd419686938edffc99bdf615c7b41fd772ba13b64d9f4d,1,
coco_16b8ee8c134417da1b2bf12d,coco,data/raw_smoke/coco/images/train2017/000000000364.jpg,images/train2017/000000000364.jpg,smoke coco scene 364,128,128,b46297fc82d664b17540b00dafecd952a8ae4067a89eb27afa39dd8c50d54ec9,1,
coco_6d3591241e48d7e0d864776c,coco,data/raw_smoke/coco/images/train2017/000000000365.jpg,images/train2017/000000000365.jpg,smoke coco scene 365,128,128,ac57fcabbf03342056a9d39228df6fb5cb4c1a3ebe4397212c00855aabe57377,1,
coco_83e9aff4d2b2de52d3c0b842,coco,data/raw_smoke/coco/images/train2017/000000000366.jpg,images/train2017/000000000366.jpg,smoke coco scene 366,128,128,6df72673c21933aabd1b7067819ccee75aa783d8d2c6e2a35cc3e63aa05bc0a3,1,
coco_084a08efbe49d0949f5e2843,coco,data/raw_smoke/coco/images/train2017/000000000367.jpg,images/train2017/000000000367.jpg,smoke coco scene 367,128,128,c91201a8e7002208a8eb952a85d644491abe96faf3d85247711bfe7e5042634b,1,
coco_f3a4b04bb592194b0db9d115,coco,data/raw_smoke/coco/images/train2017/000000000368.jpg,images/train2017/000000000368.jpg,smoke coco scene 368,128,128,ed64b952b72e51286f36b026f9b2074a3883b4bfe4a3ecd08d83aeedba0e5294,1,
coco_481719dc9aa06129789ea599,coco,data/raw_smoke/coco/images/train2017/000000000369.jpg,images/train2017/000000000369.jpg,smoke coco scene 369,128,128,9dc398d8406a08a4de36663b819018392595e17a0421fca56bdc26c1c791e8ca,1,
coco_b674456fb060d2f97a3e4f3b,coco,data/raw_smoke/coco/images/train2017/000000000370.jpg,images/train2017/000000000370.jpg,smoke coco scene 370,128,128,6133276ae1b0a1a13b4cf126fef0402b676c0ae39a584cab35aeba19494594a4,1,
coco_0c28d752cbd78487e3f8af41,coco,data/raw_smoke/coco/images/train2017/000000000371.jpg,images/train2017/000000000371.jpg,smoke coco scene 371,128,128,9ef3550884ef011031d148065cce76b7eeb4afe950859f086219add85c68e50e,1,
coco_5392c8d8c491137a7320e45f,coco,data/raw_smoke/coco/images/train2017/000000000372.jpg,images/train2017/000000000372.jpg,smoke coco scene 372,128,128,e3808fc298b39b23e02ae57145c68990c15cbade87ebdc7f133e3e6e626601c7,1,
coco_557741d47ba9212a2e19f62c,coco,data/raw_smoke/coco/images/train2017/000000000373.jpg,images/train2017/000000000373.jpg,smoke coco scene 373,128,128,497138371af471fe73a5407507b902b90c5f894ee0ec791ea04cf1e2c78d7be8,1,
coco_14a64b73e66f4961ce198a42,coco,data/raw_smoke/coco/images/train2017/000000000374.jpg,images/train2017/000000000374.jpg,smoke coco scene 374,128,128,9818aaa9e69eb1189d05949968893941d73262e5ed0fdc02877de8e840dab888,1,
coco_8154c3aab75ec998685fa167,coco,data/raw_smoke/coco/images/train2017/000000000375.jpg,images/train2017/000000000375.jpg,smoke coco scene 375,128,128,86db150e75e88f93420aa812c6954ddf31a74d9bec1977fce9b3c78cd05cc933,1,
coco_ff4531080f2cf3092d792f32,coco,data/raw_smoke/coco/images/train2017/000000000376.jpg,images/train2017/000000000376.jpg,smoke coco scene 376,128,128,e41e5757c53a21fb766202d30f60b9c1a9ab105bdae83a5a029b852c47df4927,1,
coco_9e5a2f5248e54b120876068f,coco,data/raw_smoke/coco/images/train2017/000000000377.jpg,images/train2017/000000000377.jpg,smoke coco scene 377,128,128,224c90f970177010d7d3ad394bba4b01eb91670c87e0b8b4c8e624cbb15c21aa,1,
coco_0a7699f0523d8121b46f5463,coco,data/raw_smoke/coco/images/train2017/000000000378.jpg,images/train2017/000000000378.jpg,smoke coco scene 378,128,128,accbc5b0c50f87bbc55ad9e3402458a5a861c0c008ccf9f6668e7e140e46fe4b,1,
coco_d09c3bb7e2eefb47fecb16b6,coco,data/raw_smoke/coco/images/train2017/000000000379.jpg,images/train2017/000000000379.jpg,smoke coco scene 379,128,128,2447c3f3cec7901ad60cd4b9da9879008839dff9c7be976ec4a2845ba708a79f,1,
coco_51506d51a8a2f9ccdb6fd5db,coco,data/raw_smoke/coco/images/train2017/000000000380.jpg,images/train2017/000000000380.jpg,smoke coco scene 380,128,128,6960ef524f252adba5b01f74b4492ca244a3426c88c24146caba1843e901c07f,1,
coco_a1de2844b50cbdaa6ac1c81a,coco,data/raw_smoke/coco/images/train2017/000000000381.jpg,images/train2017/000000000381.jpg,smoke coco scene 381,128,128,1784ce148bab9cd2e51384ef009aa8a81624b19e8b9c39ec9c08c2c23bf13462,1,
coco_d0278254ece9c2214b82e6f7,coco,data/raw_smoke/coco/images/train2017/000000000382.jpg,images/train2017/000000000382.jpg,smoke coco scene 382,128,128,4920b80dd61fe9294b64ee265120833a4f77ee98c23656cc30a0c31d5c378dd8,1,
coco_4ba2fa8eb1a89a27cdfa1bf7,coco,data/raw_smoke/coco/images/train2017/000000000383.jpg,images/train2017/000000000383.jpg,smoke coco scene 383,128,128,d605517e3bf1f813d82e01049fd80b57fe83b1339f0f5cf34f7f8ea0323fcf79,1,
coco_69e79b222abb23554307258a,coco,data/raw_smoke/coco/images/train2017/000000000384.jpg,images/train2017/000000000384.jpg,smoke coco scene 384,128,128,16c39ada72503f54b8349121a911cd23ae4c4ad218dc330815f8de9899be26fb,1,
coco_958fac7abc09142fbd8513cf,coco,data/raw_smoke/coco/images/train2017/000000000385.jpg,images/train2017/000000000385.jpg,smoke coco scene 385,128,128,f4986b6ae4269cfc4ddbcea4d37f8fa4515f092a8617a7090c167540bcce8a9a,1,
coco_de9a0be664531eb49b071f72,coco,data/raw_smoke/coco/images/train2017/000000000386.jpg,images/train2017/000000000386.jpg,smoke coco scene 386,128,128,411161ba4c1c1ae608ae53254d4b4b45d43b2aef96e0b22289ec0ee28fd0d11c,1,
coco_6da908a7c589d093d197f8b5,coco,data/raw_smoke/coco/images/train2017/000000000387.jpg,images/train2017/000000000387.jpg,smoke coco scene 387,128,128,d7616a48deefa74fcd10b131e29faa3d2caf2864212ef034fd84ac986edb0957,1,
coco_031c6a6273605358301523a1,coco,data/raw_smoke/coco/images/train2017/000000000388.jpg,images/train2017/000000000388.jpg,smoke coco scene 388,128,128,304f16571359b3efd23329d67a0825662e59e04bbcfb6735f4a09a082e7b64bb,1,
coco_f08a84e205e908a15be6815b,coco,data/raw_smoke/coco/images/train2017/000000000389.jpg,images/train2017/000000000389.jpg,smoke coco scene 389,128,128,1c72443813e8d124debb04a3b7e876689883404b26e04c2fc9d3127b351c1a69,1,
coco_83fad408819f4ca0d9c3e0ed,coco,data/raw_smoke/coco/images/train2017/000000000390.jpg,images/train2017/000000000390.jpg,smoke coco scene 390,128,128,0e4e827f0425ebc12665642121c7b18b7d2e7bc20238b66f1dd9f6ea526d4925,1,
coco_05447ad3ba7346c122d14262,coco,data/raw_smoke/coco/images/train2017/000000000391.jpg,images/train2017/000000000391.jpg,smoke coco scene 391,128,128,209f5e739c8a25c6b494a9d0235cbf09a0a700cf48109e7d65297fc2989730c8,1,
coco_ca58c46ff7dab418f641d07f,coco,data/raw_smoke/coco/images/train2017/000000000392.jpg,images/train2017/000000000392.jpg,smoke coco scene 392,128,128,61c487ba59e22f1170437222cd68f518f869b3c5bfff7e56ba3bc3a8f3ffabcd,1,
coco_aaed1a357926be94c3809240,coco,data/raw_smoke/coco/images/train2017/000000000393.jpg,images/train2017/000000000393.jpg,smoke coco scene 393,128,128,fb100488da3161c2f66546cac226522020fee35d45feda380631fe7f42498228,1,
coco_619a8dca373f138c26a2dc61,coco,data/raw_smoke/coco/images/train2017/000000000394.jpg,images/train2017/000000000394.jpg,smoke coco scene 394,128,128,a00d0c5883eadb8fb3434e0068f1ff31eb16d8ad0a97ffa141fa8bdf6a34eec4,1,
coco_2724b00b50b1752f2b306ece,coco,data/raw_smoke/coco/images/train2017/000000000395.jpg,images/train2017/000000000395.jpg,smoke coco scene 395,128,128,e37e44d8a4a0477ce4761bffb505057c89fcea900e5facdbc7c7d4e92217ec8e,1,
coco_ebcea68fc181e7454ca06c7f,coco,data/raw_smoke/coco/images/train2017/000000000396.jpg,images/train2017/000000000396.jpg,smoke coco scene 396,128,128,349369104e4d6addc7bd8238b6b1b1abf2c3a9d1dd1052445079550078f19510,1,
coco_883df06342462217e9076a84,coco,data/raw_smoke/coco/images/train2017/000000000397.jpg,images/train2017/000000000397.jpg,smoke coco scene 397,128,128,9417a86376a29716f8fd97ab61b13fd2d49dc8f942665ff1cc027634c7a864f8,1,
coco_62034323c4f5fc4b4a9d8856,coco,data/raw_smoke/coco/images/train2017/000000000398.jpg,images/train2017/000000000398.jpg,smoke coco scene 398,128,128,698f63547bccb1120223d6a63a47a7e599fbbb2d1c532bdbfce5061e4f8c8800,1,
coco_8055efa4432830f43e6f4a8d,coco,data/raw_smoke/coco/images/train2017/000000000399.jpg,images/train2017/000000000399.jpg,smoke coco scene 399,128,128,bff0dda611653be24209378ef0cff31f155c73bdf211beec10ff2b4bfac04aa5,1,
coco_658193225f8f1f9c99151cbd,coco,data/raw_smoke/coco/images/train2017/000000000400.jpg,images/train2017/000000000400.jpg,smoke coco scene 400,128,128,6b736d83dce6adf875c70b792d25666def587824617fe26a042fe431eba1f192,1,
openimages_04a543caa5a15bf32ab6ccd0,openimages,data/raw_smoke/openimages/images/train/open_000000.jpg,images/train/open_000000.jpg,smoke open image 0,128,128,b0bc1e24556db33bd75a17a119bbcc767cd4171bee1e2535d7829da05097b9f4,1,
openimages_8cf2b911dcb14c344eb9d227,openimages,data/raw_smoke/openimages/images/train/open_000001.jpg,images/train/open_000001.jpg,smoke open image 1,128,128,15a2e8b993de842df6b4c1d8edfb17851a8c0cdf2f4b1b0306fcd9d49d659fa9,1,
openimages_a9b72d01663d7e5a715b7b3a,openimages,data/raw_smoke/openimages/images/train/open_000002.jpg,images/train/open_000002.jpg,smoke open image 2,128,128,3ebf8a7cffbece1607481cdbb4cce24cb59c6732a8cae48fccf5b2a5386277cc,1,
openimages_6859bf5fae3627d9a0d2be91,openimages,data/raw_smoke/openimages/images/train/open_000003.jpg,images/train/open_000003.jpg,smoke open image 3,128,128,656c5ed95d1630f9b672d58c839571f40bd0dbce58d887b887d957754f0ba8cf,1,
openimages_b79c6a2d1e9a76efc2fbda4c,openimages,data/raw_smoke/openimages/images/train/open_000004.jpg,images/train/open_000004.jpg,smoke open image 4,128,128,b43a6a7a261e66707d14bb4e64de62bb23837fba0b8ac4de99698566de3b3e95,1,
openimages_c1d5f508257a26323536d258,openimages,data/raw_smoke/openimages/images/train/open_000005.jpg,images/train/open_000005.jpg,smoke open image 5,128,128,7b9815ef13487c0317538f59390a8f8f2e16bafe0df6834491e85d9c5af2936d,1,
openimages_8eddade05795562393af674a,openimages,data/raw_smoke/openimages/images/train/open_000006.jpg,images/train/open_000006.jpg,smoke open image 6,128,128,5f4327ab3a633fbab2152afb1db5206711762a86f6cdb6de6ae030a16f4944b3,1,
openimages_bcaad781b92b9da8a7eb97af,openimages,data/raw_smoke/openimages/images/train/open_000007.jpg,images/train/open_000007.jpg,smoke open image 7,128,128,83b7a047ed45a7afe3f1b73f1737723a3584ed9749c44284e4acc4f9aa2611d7,1,
openimages_43ee9c9d35c9dbade29d57a6,openimages,data/raw_smoke/openimages/images/train/open_000008.jpg,images/train/open_000008.jpg,smoke open image 8,128,128,28e634f430ceab75a0688d70ef75b40b446a4a3091b6bca4f629089178af0c35,1,
openimages_949a4cd6421206b49f1d335d,openimages,data/raw_smoke/openimages/images/train/open_000009.jpg,images/train/open_000009.jpg,smoke open image 9,128,128,ecd29eeae3ff83f58bd8b5b2de403d2d89ec826dd0f1ddafcac0ea686d9755a4,1,
openimages_987a9eeb344cb1d3eae4e514,openimages,data/raw_smoke/openimages/images/train/open_000010.jpg,images/train/open_000010.jpg,smoke open image 10,128,128,1c0fefd84de904b45edb9aa72159c9c89a45f5599459adff27909d890e6a02a5,1,
openimages_b9522cba5822680e0390ad8c,openimages,data/raw_smoke/openimages/images/train/open_000011.jpg,images/train/open_000011.jpg,smoke open image 11,128,128,1912b42caf2ef90cbcf9861e5021104e419943005253a51fdc1d9460e79d47c3,1,
openimages_0316bf6e7b1d98841497a6d8,openimages,data/raw_smoke/openimages/images/train/open_000012.jpg,images/train/open_000012.jpg,smoke open image 12,128,128,1bc94f9893d05101b425e5137bee5fb8c2440f8f01d1dc2944bb87871b9a6c13,1,
openimages_eabb58d56ddb5e4c793aa610,openimages,data/raw_smoke/openimages/images/train/open_000013.jpg,images/train/open_000013.jpg,smoke open image 13,128,128,7d49246b2a7996389858df8ad355d464722fbf4c085915c0b1dc3ee9bbe4f20f,1,
openimages_23b2a19b558080603d07a6e1,openimages,data/raw_smoke/openimages/images/train/open_000014.jpg,images/train/open_000014.jpg,smoke open image 14,128,128,0c480852cfc3439d0e6d665257e022c0736cee4ba647114bedff6f31aee10059,1,
openimages_5095d0798be78ce19e9512bb,openimages,data/raw_smoke/openimages/images/train/open_000015.jpg,images/train/open_000015.jpg,smoke open image 15,128,128,2a35882486ed6c1a67bb2c9300543ee0b285818192fa850ecc04c4d0e55a877c,1,
openimages_e53c3d5284839e76ccf746e5,openimages,data/raw_smoke/openimages/images/train/open_000016.jpg,images/train/open_000016.jpg,smoke open image 16,128,128,43c83018878cda10b4d76830b6ae19caaa836b3ed5ead73aa663ddf915795348,1,
openimages_2715cd367b05e4a1cba9a1d7,openimages,data/raw_smoke/openimages/images/train/open_000017.jpg,images/train/open_000017.jpg,smoke open image 17,128,128,3802dcf66da47be5e66e65df6d0b944fb752e15ea865c2f98b6fefab8bed92c2,1,
openimages_75ac99add07220da679a3c28,openimages,data/raw_smoke/openimages/images/train/open_000018.jpg,images/train/open_000018.jpg,smoke open image 18,128,128,152d2b0faffd7919826a4b98c3e7a970c19b91fe527e0aef1d6b0814f7540087,1,
openimages_b947400b82a50a5b923bd148,openimages,data/raw_smoke/openimages/images/train/open_000019.jpg,images/train/open_000019.jpg,smoke open image 19,128,128,d59768910d721a00f4efd5f5f654a9867d7f843fc51b279e73872a2a7dadb5fb,1,
openimages_b07baa546acfb6281b8396cb,openimages,data/raw_smoke/openimages/images/train/open_000020.jpg,images/train/open_000020.jpg,smoke open image 20,128,128,99e8774ad6d40692e234b1011cc284544144e227758fbfd6e317ae8ab12505cb,1,
openimages_4068ea3ccb96be298f739067,openimages,data/raw_smoke/openimages/images/train/open_000021.jpg,images/train/open_000021.jpg,smoke open image 21,128,128,91ce3443bf2b59dd00988e4f371e9186a9b8dec19082b29b1129a964d904aae0,1,
openimages_5eafe11e8ea21b144a7d72c5,openimages,data/raw_smoke/openimages/images/train/open_000022.jpg,images/train/open_000022.jpg,smoke open image 22,128,128,1d845e0ca541eb89072657bb229dcd4756a56ef5125e2707f0246af9d818d423,1,
openimages_50bb890a1080c2af3fbd3d0c,openimages,data/raw_smoke/openimages/images/train/open_000023.jpg,images/train/open_000023.jpg,smoke open image 23,128,128,11a685662a27d11209afd9fe8adcf77b33416d95644d60bf60a28dc0eca0597e,1,
openimages_5b4bc456f06445d87a8b54f8,openimages,data/raw_smoke/openimages/images/train/open_000024.jpg,images/train/open_000024.jpg,smoke open image 24,128,128,c94dcdf47311510304133eaeb00083efd66b6bacc28580b7be3764ab9efebf2a,1,
openimages_65ae507205341d17f98b5ea8,openimages,data/raw_smoke/openimages/images/train/open_000025.jpg,images/train/open_000025.jpg,smoke open image 25,128,128,50c780404ae88470a090011ea291fd654d5adfd23540a7ae2e24fe450ca92eba,1,
openimages_e2b8c1db19ca346e947abcf5,openimages,data/raw_smoke/openimages/images/train/open_000026.jpg,images/train/open_000026.jpg,smoke open image 26,128,128,7ec4a365703be5cd8d59b920175e8618c9b9607bb0b5e4b7fb54b12bcdd92f1c,1,
openimages_bd48c1e0493a87b881b9db82,openimages,data/raw_smoke/openimages/images/train/open_000027.jpg,images/train/open_000027.jpg,smoke open image 27,128,128,5aba5a867502945782e09bd3dea93ea05960bc69980d9d1b235d5f3d78992842,1,
openimages_16c3cdc784fee41ffc56f9d3,openimages,data/raw_smoke/openimages/images/train/open_000028.jpg,images/train/open_000028.jpg,smoke open image 28,128,128,d21a18f30946e2f2072ea3185605ed31014a198160eca0907041fec2c7071fd8,1,
openimages_f6f8ae38ba9ef865146161ac,openimages,data/raw_smoke/openimages/images/train/open_000029.jpg,images/train/open_000029.jpg,smoke open image 29,128,128,7dfef63c255affc6f70bd716257a1293ecf406db2bef477fa5616760a4b9d675,1,
openimages_a9a16afd2158e132caac5bc3,openimages,data/raw_smoke/openimages/images/train/open_000030.jpg,images/train/open_000030.jpg,smoke open image 30,128,128,372c1cda0f173bf4f3904aabd8afd3fcb5fcd4a98054ee09f2797b0b7b0a83d7,1,
openimages_ff1ea8fe68b354b6336a18ce,openimages,data/raw_smoke/openimages/images/train/open_000031.jpg,images/train/open_000031.jpg,smoke open image 31,128,128,6dd3143fee096e94f1a6eb8ee5f19d5eb9177ad071abd1a280a9bc845c36dd6e,1,
openimages_3340cf2222be9dcd0863c1ac,openimages,data/raw_smoke/openimages/images/train/open_000032.jpg,images/train/open_000032.jpg,smoke open image 32,128,128,8422b28466dcb855e5cb086f94f8b6321bea50df59e854a20c8790899bb388c1,1,
openimages_7d8e5d6b9a8e11db3e464178,openimages,data/raw_smoke/openimages/images/train/open_000033.jpg,images/train/open_000033.jpg,smoke open image 33,128,128,b8c32eebea54a7ed04fdfa212e928a4a4a9a6c0e897bf11af2d8cbaee0170cf7,1,
openimages_e873211a5612b33bff49652b,openimages,data/raw_smoke/openimages/images/train/open_000034.jpg,images/train/open_000034.jpg,smoke open image 34,128,128,9957a622cc092a6659c2a98345360b31bb76ea19cf111bdd2c7cd1da315f5790,1,
openimages_2fa5f4b02430d4b35e887b6b,openimages,data/raw_smoke/openimages/images/train/open_000035.jpg,images/train/open_000035.jpg,smoke open image 35,128,128,5d2ef7ef6ef592391f1efecbeda776d0b6fadbc3e6da536a7f7aef2790134a4e,1,
openimages_fc467dbdf2693891076b8164,openimages,data/raw_smoke/openimages/images/train/open_000036.jpg,images/train/open_000036.jpg,smoke open image 36,128,128,1882a7c92a7abab68ba87183c1fc30c38d1d84d41677e514aa5255742bf7499d,1,
openimages_71493b00f3dd6de0b9bc0048,openimages,data/raw_smoke/openimages/images/train/open_000037.jpg,images/train/open_000037.jpg,smoke open image 37,128,128,95626aa6c350dd447e977b4c22e524d9395df3da5b0846ad4f5d2a6e31703f46,1,
openimages_1bc9fde9987efdd5aa669983,openimages,data/raw_smoke/openimages/images/train/open_000038.jpg,images/train/open_000038.jpg,smoke open image 38,128,128,10486e57b284b6e091fe2518ed718fd1f6202d2f54b2e3693b7743956ca0f410,1,
openimages_319ecb1da9f3535c9940e049,openimages,data/raw_smoke/openimages/images/train/open_000039.jpg,images/train/open_000039.jpg,smoke open image 39,128,128,098771e882cc9a0f504db32ad1787f74ec39894353e619a48de9e97c683123ad,1,
openimages_abd7f128bf4b487c971e579b,openimages,data/raw_smoke/openimages/images/train/open_000040.jpg,images/train/open_000040.jpg,smoke open image 40,128,128,38d9294821e8d669ea0d8245db8bf32071b7315da29544dd1a4ab0d03e0bc2bd,1,
openimages_91268a32036ec07d1063513e,openimages,data/raw_smoke/openimages/images/train/open_000041.jpg,images/train/open_000041.jpg,smoke open image 41,128,128,2b3a99b9608ca1f04dcb7828bb77c3169f30600d136efbd5ae4da52054347c20,1,
openimages_a9777025cb552c2398e79d85,openimages,data/raw_smoke/openimages/images/train/open_000042.jpg,images/train/open_000042.jpg,smoke open image 42,128,128,2e2ff9b19522c7033f396a29341ca00b76a7f1a8ddb33cb4c57231d31a406f90,1,
