sample_id,caption
openimages_ce28eb4e4fbfcf9faf58cf9c,smoke open image 156
openimages_bcaad781b92b9da8a7eb97af,smoke open image 7
openimages_a0b2ff2525f593302badbd76,smoke open image 334
openimages_77d4d2ce275fac5ab716fe20,smoke open image 339
openimages_80a658f541cf70df4ea19de6,smoke open image 182
openimages_2d436e03dc4c15a835acd117,smoke open image 165
openimages_6bbf0c6e9025f225b0cf9e3e,smoke open image 278
openimages_401336b28cc775b8ee8ad92f,smoke open image 342
openimages_a841ae8a1a59f1bda49e24a4,smoke open image 234
openimages_18991a019274ab3b13efbc0c,smoke open image 340
openimages_52363b887935630039cf84f3,smoke open image 318
openimages_86b6c98ce19ef41e0febbf82,smoke open image 385
openimages_8e3b7310f4ce39614d93bafb,smoke open image 246
openimages_610de2b44819ba3dfa33eec8,smoke open image 357
openimages_0e2c62ec950e78733cc0f481,smoke open image 154
openimages_6575fe27acf6632855a7ff6c,smoke open image 93
openimages_bf04378bc5e818538a2163ca,smoke open image 48
openimages_84e9fea22efdce42cbd26854,smoke open image 166
openimages_72e0be0ed5873a89523d6cf9,smoke open image 210
openimages_53d40f1494d1f9546892645a,smoke open image 146
openimages_7515a3844e1b78d5c5ca5a72,smoke open image 99
openimages_8d0d78fdaf6d7ba55e90ba52,smoke open image 233
openimages_088a09b8f1c64fcfc6e49e8d,smoke open image 292
openimages_69d1869cc625dfe58438d569,smoke open image 270
openimages_6b34e4bfe81e93b02cea080e,smoke open image 327
openimages_8d58474be8d1dac743f63840,smoke open image 75
openimages_2e4be96a52c59f1d8764c313,smoke open image 367
openimages_1ff46363e9870da7417a0ef2,smoke open image 372
openimages_0a565ac0f75bd4a5d8ceb512,smoke open image 176
openimages_2a12974c0729f78de9d6850d,smoke open image 245
openimages_b49f3254b0f4cce26757f66c,smoke open image 331
openimages_fbaeacbad3350647d857fa9b,smoke open image 46
openimages_56b390e22b9212560b5e1324,smoke open image 114
openimages_f181db656c2105bca61a6d58,smoke open image 130
openimages_8dc27cb1b50cc5b7890cbe6e,smoke open image 264
openimages_d1f6be1abbb230aaf31f269d,smoke open image 196
openimages_f96a3061f14b5482e2d1b59a,smoke open image 199
openimages_ebf83332e62b7f5996bf7963,smoke open image 141
openimages_0316bf6e7b1d98841497a6d8,smoke open image 12
openimages_de275b6a4e5fe20d1ebdc49a,smoke open image 112
openimages_50bb890a1080c2af3fbd3d0c,smoke open image 23
openimages_8eddade05795562393af674a,smoke open image 6
openimages_ba7613d54093bb0011a41c86,smoke open image 86
openimages_72d1c676eb61ae7f77ae9878,smoke open image 126
openimages_f16f37bc0115066c35c83323,smoke open image 312
openimages_03d5d1e58241e0bcf98c6f96,smoke open image 348
openimages_b8268e2add457861d81d71c0,smoke open image 308
openimages_4edcac89124bdd5d13fc376d,smoke open image 282
openimages_6859bf5fae3627d9a0d2be91,smoke open image 3
openimages_95e84c8cdcef6e1839201b60,smoke open image 206
openimages_b53132b76fe69c7d69fe2521,smoke open image 80
openimages_5eafe11e8ea21b144a7d72c5,smoke open image 22
openimages_b79c6a2d1e9a76efc2fbda4c,smoke open image 4
openimages_f4ed4f91bd6e388adceb30f3,smoke open image 145
openimages_79b5c3edb794b263aa61c9f9,smoke open image 82
openimages_4a6a547b051988db8ecd4cf5,smoke open image 62
openimages_c030acbb1daf3b3682b97809,smoke open image 388
openimages_9cc1d420c56dbe91c60f04d2,smoke open image 256
openimages_90dcb1e1957bc6e537b0a920,smoke open image 285
openimages_d0d60180d135e6402ea3d864,smoke open image 167
openimages_9e4df104394569d880b75cba,smoke open image 363
openimages_c2f35055c6569fe1aefce54b,smoke open image 212
openimages_59b695938e1a69e3c7e28dc0,smoke open image 124
openimages_c9685081dac8508a5d10dd0f,smoke open image 98
openimages_efa29ed78628ca208eac6212,smoke open image 304
openimages_473553325f657ed53341f27e,smoke open image 262
openimages_0926760e954470966a72a669,smoke open image 378
openimages_4068ea3ccb96be298f739067,smoke open image 21
openimages_1195a192920aa8581689bf36,smoke open image 389
openimages_79acbac30372a22f1bf03113,smoke open image 305
openimages_c055bf26943fc08d73817b29,smoke open image 307
openimages_e701c978d06478c32712c886,smoke open image 115
openimages_00479d8d77aa81fb176f679e,smoke open image 247
openimages_41c3f305eb864eb97202fb1d,smoke open image 87
openimages_472b5eab7ccf18b2f21c5814,smoke open image 284
openimages_b9522cba5822680e0390ad8c,smoke open image 11
openimages_0a237f28878ac41f255bb69c,smoke open image 386
openimages_ca941fd5b05200a0dcdaf9a9,smoke open image 218
openimages_47d37a7c57464b173271af8f,smoke open image 277
openimages_dd4c55da4e634bf599ff4a87,smoke open image 140
openimages_2f58f91a8b0ddaa165fde06e,smoke open image 57
openimages_cae140f6d902c52ee5efd3ad,smoke open image 336
openimages_6134dc28387badf2e7e57e38,smoke open image 121
openimages_99d92f169866a3a412d1ed55,smoke open image 288
openimages_5f4605f01d1e1b96e01808cc,smoke open image 195
openimages_8ac3351ce70fa929c4049f88,smoke open image 365
openimages_914eafbd5833956cc5584194,smoke open image 235
openimages_535527d91400527f22648279,smoke open image 204
openimages_56794d0088279ee273dc16e7,smoke open image 346
openimages_3b5f0cf3684a126cd6434515,smoke open image 89
openimages_20c27c44331d726ed8be0ace,smoke open image 47
openimages_e40d32eef46e4135a066f984,smoke open image 201
openimages_a9a16afd2158e132caac5bc3,smoke open image 30
openimages_e63628b39f1402139b7c71e1,smoke open image 174
openimages_6af133c529b1423738281051,smoke open image 136
openimages_96169c6b8df7a292aa86cb7a,smoke open image 127
openimages_363fb780c3155f6a682d3985,smoke open image 236
openimages_94e57c6925547abb5c57a37e,smoke open image 58
openimages_217bf264c3ae3bc58b618035,smoke open image 65
openimages_fc467dbdf2693891076b8164,smoke open image 36
openimages_dea3f2c8ca5a835e47d02ef3,smoke open image 230
openimages_9990e80e694be7db7eb11490,smoke open image 255
openimages_d5f9dd115eb58261fb3b498b,smoke open image 310
openimages_9d9fccfa1c907ccedfe3cc02,smoke open image 153
openimages_bb238c89c829f63d59551ba2,smoke open image 69
openimages_f5092b65c72ac6f19a8c52ab,smoke open image 319
openimages_16b9cda1b32d2301996ddbb2,smoke open image 205
openimages_16bb3fb218cb459c36f4e252,smoke open image 117
openimages_57d5aabcb859c40afb3a6a48,smoke open image 225
openimages_c6d5eb2442d3ec1dcd0f2067,smoke open image 194
openimages_5fb5ce0743c8c2b153849cdf,smoke open image 297
openimages_a313956dc417c218d3a50299,smoke open image 56
openimages_66c0e3436057b376c7ffdd87,smoke open image 322
openimages_6a50b45baf29f9871acb1949,smoke open image 325
openimages_8d5ea2fea6ffcb3e64150cd7,smoke open image 315
openimages_4e2988262bda93aedac83b06,smoke open image 314
openimages_74a7c36532294ff6c38428aa,smoke open image 54
openimages_66e1ab4bf1b2af3a560dcb8b,smoke open image 59
openimages_932a66bcc396cb594886cf20,smoke open image 369
openimages_b07baa546acfb6281b8396cb,smoke open image 20
openimages_0b63cefbf7bf84ca7b07fd20,smoke open image 266
openimages_2b7c2ebed8189a92dc594c7f,smoke open image 377
openimages_4fb51252ec9a04474c2a2f94,smoke open image 231
openimages_a1a7e06dc7af13e04f50fbba,smoke open image 111
openimages_3da3ca3101a007b0d0ca1b1a,smoke open image 396
openimages_b947400b82a50a5b923bd148,smoke open image 19
openimages_e415495efa39f257eec4b4dc,smoke open image 104
openimages_2b1a83ec9bb7ec3c881c807d,smoke open image 179
openimages_bc46fddd1f9a1f001a47bba1,smoke open image 223
openimages_a9b72d01663d7e5a715b7b3a,smoke open image 2
openimages_1db0fd1ac02777e64ac2654f,smoke open image 162
openimages_abd7f128bf4b487c971e579b,smoke open image 40
openimages_20d89bf6db4b1b6f27c1e52f,smoke open image 191
openimages_1be480c764e1fcea5f1ad2a1,smoke open image 257
openimages_b48c21c23c89481c4be31951,smoke open image 177
openimages_d2571e330be85cce8290e1ad,smoke open image 79
openimages_9751e325f6af4902d98f253e,smoke open image 151
openimages_a9b1cc712668eaf73ca3628f,smoke open image 248
openimages_f2ccf84982d361b8f8d33f8b,smoke open image 61
openimages_0afe5137227ecb718d738d4b,smoke open image 125
openimages_15483d1dcb5ac58be04660c4,smoke open image 123
openimages_68aacf60a142a4eb9bdf2224,smoke open image 263
openimages_dd6cc8ef663b792b8e8cb47e,smoke open image 366
openimages_68a45d82bd23a89fdd79fcf6,smoke open image 333
openimages_3a42f51c48865b0ce2a93fb3,smoke open image 74
openimages_cef47ef35a23c75e5aabd495,smoke open image 279
openimages_cb983ee456f8f64faa1c0d61,smoke open image 118
openimages_5a36bc217ef843262a76ed3c,smoke open image 172
openimages_8236541e5e66954c814d6baa,smoke open image 251
openimages_7c666da8146788e88aee268b,smoke open image 338
openimages_328ecedf1a2354bcf6d04bfd,smoke open image 51
openimages_4ee6ef887bfeae0db4b00cf3,smoke open image 232
openimages_e9be093f264df803f1531c97,smoke open image 120
openimages_bd48c1e0493a87b881b9db82,smoke open image 27
openimages_9b66478cb1e8af43b57a1231,smoke open image 216
openimages_096abde4998e38dc482796ef,smoke open image 49
openimages_c4075c7b0834d89733634643,smoke open image 371
openimages_58636fdc2ff6e0e2941d0cea,smoke open image 77
openimages_48b4d94f727bc54217254781,smoke open image 92
openimages_eabb58d56ddb5e4c793aa610,smoke open image 13
openimages_89101c90564d2e904b2e5ba9,smoke open image 64
openimages_68373b5bed23093155f09b63,smoke open image 239
openimages_1dd279ef5bcadc8bd155d32d,smoke open image 306
openimages_b35f7a9dc0a613f8ce4f6015,smoke open image 96
openimages_e5975f6bf6dbd709da8102be,smoke open image 294
openimages_8bbf8b3d98d4043fb731f10b,smoke open image 170
openimages_c29b085308b86267d75644fe,smoke open image 286
openimages_242145c18a811fcc6e813974,smoke open image 298
openimages_5095d0798be78ce19e9512bb,smoke open image 15
openimages_c1d5f508257a26323536d258,smoke open image 5
openimages_f9913a800b7cfd8a93b2039d,smoke open image 328
openimages_484e08f00d3e81c8cc3a4ea1,smoke open image 290
openimages_2b047e6b6c1cd4b1ababaa70,smoke open image 148
openimages_c6f4e5b509d6a82d278b3cbd,smoke open image 155
openimages_326baeccefc2c48342c512f3,smoke open image 72
openimages_5155dda3c973bff3729bac0f,smoke open image 361
openimages_d19f5b0e250a4efc7be02cba,smoke open image 252
openimages_dc319d23a2843a0e2e17c087,smoke open image 398
openimages_33b47584dfa51a1a96b3c731,smoke open image 383
openimages_69ecf21f7a9f512c016a21ed,smoke open image 164
openimages_14de0eaf2e068bce04da2497,smoke open image 192
openimages_319ecb1da9f3535c9940e049,smoke open image 39
openimages_50a7eaeeb090a5a06b8fc5bb,smoke open image 358
openimages_926d95deaabac748cf3a056e,smoke open image 343
openimages_43ee9c9d35c9dbade29d57a6,smoke open image 8
openimages_47bbb1bb9cce55d41d4c74bc,smoke open image 45
openimages_f248ad5a50b3a6c8791654a9,smoke open image 163
openimages_140eae2affcde14c66bab17d,smoke open image 356
openimages_ed4c7ea2a5ddc72fcf9dd7fe,smoke open image 321
openimages_cbaf69b1bd63068fd033000f,smoke open image 169
openimages_9c897ee2d7b8884ec795440a,smoke open image 260
openimages_6da76557e62ecb708196a42b,smoke open image 324
openimages_5b4bc456f06445d87a8b54f8,smoke open image 24
openimages_779d7dcdc3be55413531d588,smoke open image 180
openimages_2715cd367b05e4a1cba9a1d7,smoke open image 17
openimages_cadc007932e7cda8f789bbe2,smoke open image 129
openimages_6a6f2fab3212a2cccd20d0f7,smoke open image 368
places2_4734343fca312812aafd662f,smoke places scene 176
places2_d3bab09b244392e7d9aa2922,smoke places scene 26
places2_a25423b7e7eddb69e7f90bb8,smoke places scene 324
places2_4cd8998612e0f7ae5d6c3034,smoke places scene 11
places2_608312bfb6af60130ec1f303,smoke places scene 303
places2_9ba72f9bf720099b57924825,smoke places scene 315
places2_263a35467902257bf3469f4b,smoke places scene 118
places2_ee49e3beea7040964242e1cf,smoke places scene 107
places2_9183da695df4a260f49a9de9,smoke places scene 82
places2_a5a80f3bbe0da8795d2c6905,smoke places scene 251
places2_94ba6d7f64085795b34d5cb9,smoke places scene 129
places2_ea17e55554ef33f0fcc42602,smoke places scene 180
places2_c01d8d1311394ae6f5f95d50,smoke places scene 287
places2_8af43b31bbbee44f1db147db,smoke places scene 85
places2_ba13a33a0931fcd4d7429ca2,smoke places scene 166
places2_97f6915f740c6493a06639d2,smoke places scene 177
places2_c5abf6fb6dc7304d04075b21,smoke places scene 6
places2_acd8b7f3fae474a5c4f15e7d,smoke places scene 163
places2_bae1ec154eb33ac256e2bb3b,smoke places scene 341
places2_a1bcba550c394558df5bfc2e,smoke places scene 236
places2_7b9d2a627f95e2b7ea042e21,smoke places scene 321
places2_df7d25f4ca985b37a9bbc8b8,smoke places scene 73
places2_7f11a983cda17cb3175970a3,smoke places scene 0
places2_638b72ef80554f4dc5acd40d,smoke places scene 339
places2_4e8c4101d369737fdb973456,smoke places scene 223
places2_d4e9846745f3e4cde722f15d,smoke places scene 252
places2_fc1ebf3154271fa7b7f61681,smoke places scene 51
places2_ade63bd403e1cc8f756485be,smoke places scene 284
places2_b095d258859d459dda81124d,smoke places scene 345
places2_ae8d8d840f61809aae26644e,smoke places scene 385
places2_b13e72de59d193a155a8926f,smoke places scene 74
places2_af8652f184608a015f815461,smoke places scene 100
places2_802abc5f95fd9bd7cd478246,smoke places scene 2
places2_ccb7a5a55693f6d2bb6d08af,smoke places scene 215
places2_b0272538c5bb43e57822307c,smoke places scene 172
places2_15764a1bc40334b136118e55,smoke places scene 305
places2_4be1927ddada10d0639e4ad5,smoke places scene 356
places2_f0a0b294d4fd27bd59424113,smoke places scene 157
places2_3d52aaaccb34b46d2d6e252a,smoke places scene 29
places2_cc6388184445f686b543d7e2,smoke places scene 164
places2_aa2d5b9be9467f40025ba9af,smoke places scene 47
places2_7c24bce181b0cf4f820e2e82,smoke places scene 95
places2_0dfc1d662fbfedf6fb408fad,smoke places scene 319
places2_63811c8b20b70eaecacabdbd,smoke places scene 134
places2_64fd00ff5cb869c629ee1e64,smoke places scene 307
places2_04f7130049ae47010834cadb,smoke places scene 182
places2_813a1c8004610adfa0085362,smoke places scene 247
places2_3a0061601580167cc33e6041,smoke places scene 261
places2_ec4ea662d475173fd91cd272,smoke places scene 300
places2_bf54801ff9145563bfa44e8f,smoke places scene 63
places2_df0069d3e91fab718a35bcf4,smoke places scene 138
places2_2c12411a6a28413f34ba490d,smoke places scene 124
places2_f2080e985b1f59f79e14fb34,smoke places scene 374
places2_7de36fa5f4c9c23c4c661a61,smoke places scene 218
places2_1130c4a495e939395a9089bf,smoke places scene 3
places2_f5e0e4f54b7a39fb96c767d9,smoke places scene 387
places2_2b1d292c10e4160b5e1ceca9,smoke places scene 221
places2_fedb2facef8f6f15c3d98878,smoke places scene 60
places2_e1c6001152bb440538409eb3,smoke places scene 283
places2_da1ee3ad1e8423e52fdd75e0,smoke places scene 213
places2_e36f99d6948de6813e70fd53,smoke places scene 317
places2_57860b880ea2eb859d348338,smoke places scene 116
places2_b48d63e4aced36e558818f42,smoke places scene 377
places2_8ca8ea921426c9b295c0de80,smoke places scene 42
places2_a461e98dbd04f676604f6102,smoke places scene 336
places2_a3f5d97b31804c3aca02a682,smoke places scene 396
places2_f7978c542af777ee8ca25ee1,smoke places scene 201
places2_81d8bfeea3ccb7fe802e9a30,smoke places scene 24
places2_49cd2b4699a7576383759fd5,smoke places scene 266
places2_5f68c6c10cb72e670d0a14d2,smoke places scene 245
places2_2f67dc36f0cc0955ec80cc0c,smoke places scene 34
places2_53c2c42bbe7e6611942fa16e,smoke places scene 49
places2_b8265600ce37394d9da0ea22,smoke places scene 231
places2_f4d51a89ffb9896038de66ba,smoke places scene 378
places2_67f7814171a84a9236269be9,smoke places scene 311
places2_7197eba661bceca1c141680a,smoke places scene 372
places2_506da7848b1891851d2097c5,smoke places scene 196
places2_c79cba99946607b5ba1068b0,smoke places scene 331
places2_7e9344732193afcce962ca31,smoke places scene 137
places2_23c1a31dad5795fbb7f5ebe8,smoke places scene 203
places2_3810691aaa31aaeba275e7f6,smoke places scene 32
places2_283687f80da04e061c92ebcc,smoke places scene 71
places2_224aefdf2c2ea6aea6436930,smoke places scene 150
places2_a477ce9da06258207d7a20ed,smoke places scene 194
places2_689e15ddda82a3bd7a25b646,smoke places scene 248
places2_1014b0e89d3f905af999b406,smoke places scene 55
places2_6119c5b4eefaf8051d6c9e8d,smoke places scene 83
places2_3fbef9f0956e9180e9a5c7bb,smoke places scene 270
places2_6fa29c50490c14e6bc0616f6,smoke places scene 207
places2_ec08e47fcc9baa1826294257,smoke places scene 15
places2_17f5da5741761f281ed9e4f8,smoke places scene 358
places2_913287755620701eed2f37d1,smoke places scene 211
places2_1f73ba05d2e3f4bf3ccee59d,smoke places scene 59
places2_0d3e2ebe2bdb7e4db57a4723,smoke places scene 156
places2_68bea7d223ca48b2924271f4,smoke places scene 349
places2_75182e010f082fb3290a095e,smoke places scene 52
places2_7f257ef81224e71d1f557be7,smoke places scene 269
places2_bf8d97304688cccb011b49f5,smoke places scene 230
places2_e9e1b6a6ff6d312ef2322e62,smoke places scene 25
places2_fe71d7e7eabc83ee13a012d7,smoke places scene 342
places2_daa1219a8986646014056f5b,smoke places scene 148
places2_f143aef3b9f7150b3e9d83bf,smoke places scene 278
places2_c91853e5b8af283432a86e92,smoke places scene 40
places2_9aa97a400af144fc8502d9ad,smoke places scene 72
places2_510c863d680b651d9c32df6c,smoke places scene 140
places2_45188d7de5d0f219d6e1b3fc,smoke places scene 298
places2_ce15d10b4d6283b782fc239d,smoke places scene 110
places2_943d831fb440abbac4b0ef66,smoke places scene 170
places2_789ffdd300e53c9dfa71c484,smoke places scene 288
places2_b5c9269388c422bf4b1c561f,smoke places scene 68
places2_b12e780b5851e0c6568ebb52,smoke places scene 165
places2_6122d3502d68b1e298a452f4,smoke places scene 338
places2_8e7864bcacd529c4314ac6a3,smoke places scene 106
places2_b03deeeb5d2069b54400a605,smoke places scene 90
places2_5fb26b697b9b6cd59c28e6cc,smoke places scene 362
places2_e22a30f64e2c4e7177230fbb,smoke places scene 290
places2_78139bd6a5ed8b53ebcafa69,smoke places scene 36
places2_10fdadfce755a9e634a9fe83,smoke places scene 77
places2_74f079be0a0eb11ba983bfb8,smoke places scene 16
places2_34b706210869f2545a1d1a80,smoke places scene 183
places2_911d2004c15e0012d7c3fca6,smoke places scene 184
places2_10b0bcea386d591091e9a82b,smoke places scene 202
places2_c4ef42159b7d7c6d11d6f6b2,smoke places scene 386
places2_b66590f21e3dc6b35225eed4,smoke places scene 168
places2_776f83f1fc687bec336ee951,smoke places scene 312
places2_468051775fde992bfbc6f7bc,smoke places scene 334
places2_9ba6b5e23aae9fe1e0699a01,smoke places scene 256
places2_a29d43fea6ab99a7fbb6d116,smoke places scene 175
places2_7de4de257f2b1e7d39cc39aa,smoke places scene 174
places2_5712ab4dd87751c15cca3b56,smoke places scene 70
places2_ae5bcabd362e6cfd3bba00be,smoke places scene 146
places2_c1697326b6ce16c3f86b8f6a,smoke places scene 121
places2_2173f1de75280d3edc6aa50e,smoke places scene 147
places2_752439f534e26c3a73464c8b,smoke places scene 240
places2_b319ac21f10b538fb3167e61,smoke places scene 101
places2_a33ff3d44772929b327badc2,smoke places scene 239
places2_b3a6957c933a79a52706de51,smoke places scene 263
places2_87488d8e58923f13b870602c,smoke places scene 65
places2_d6e332bc6e468c85235db209,smoke places scene 237
places2_d41a5f01f5a5cc427171b91f,smoke places scene 69
places2_e87d8aaeaf489a755e63457a,smoke places scene 125
places2_2a73e9e1bc37c61206cde0e0,smoke places scene 98
places2_3428a1c513adefdfbcfc8529,smoke places scene 99
places2_4e9a849da4d1e04392f9cfe2,smoke places scene 66
places2_8d73f4d21a3490a386a53c4b,smoke places scene 379
places2_2f6e583455c3e904d0c112dc,smoke places scene 227
places2_e33e483d76af247791709ec1,smoke places scene 273
places2_7b70648aaf47985ae2f48b76,smoke places scene 267
places2_8af4411f3b2549111fd79701,smoke places scene 318
places2_de1dca4ccb19ba48d0410f47,smoke places scene 359
places2_18d74b4affa7fcb70c86f4ef,smoke places scene 126
places2_4c9e43fa2cd4a4bc2965e993,smoke places scene 142
places2_a9e56b54ea845d4bd0f1680f,smoke places scene 96
places2_2168b88e55209f72d5e2f16c,smoke places scene 210
places2_633148c11263fcc944c48ea4,smoke places scene 306
places2_a76ff777b8ba5b454e4654e9,smoke places scene 41
places2_c1fcd704472ffadf0ac0f971,smoke places scene 206
places2_5e0a5ea1f28409b46998eb63,smoke places scene 45
places2_b82533087b8127663772728b,smoke places scene 87
places2_5d0c5433c23635ca459330a0,smoke places scene 181
places2_09c9ca652aae659e23ae996a,smoke places scene 27
places2_08aa0f04aa53d2a15cd65cae,smoke places scene 369
places2_569f936f7f6851b6b83a6bd6,smoke places scene 382
places2_2519dd09d1f83b85f3a91bd0,smoke places scene 272
places2_a7d74dfb66c14ebbb0e1c373,smoke places scene 31
places2_3de5e5a7dfdfe2295d65b461,smoke places scene 380
places2_20eb746783d062eb5f93bdf6,smoke places scene 37
places2_ea0e3b1ca708a76ee446c78a,smoke places scene 361
places2_3d43b15745dc56fcd85a9104,smoke places scene 226
places2_23182e6ba62461f470824dee,smoke places scene 93
places2_4932c191ed4e864fe1c2a29f,smoke places scene 188
places2_bf5c7e7e76aadf3c9698bab1,smoke places scene 268
places2_4f42deaaac6325c6920f1c3f,smoke places scene 259
places2_75e9fcd8c59f65b616829d77,smoke places scene 205
places2_90f37be1ba51edac9d8e1499,smoke places scene 274
places2_b4a04d2bc3748e2cb61dda5c,smoke places scene 10
places2_9476fc3008c93cbe7eb72a5c,smoke places scene 301
places2_0152903025b6dcc502e36bd2,smoke places scene 316
places2_e50a493a094b0bc3142ac324,smoke places scene 57
places2_fb4546d1ab4ca6c354455342,smoke places scene 302
places2_e6fa22f749a4364de63d683f,smoke places scene 354
places2_31fbdb26a1988b3df31d2510,smoke places scene 373
places2_7828714e94de6641e796d744,smoke places scene 91
places2_1aabb6c3a5cea42f5f19480a,smoke places scene 22
places2_032bba578410ad7c483ab5b3,smoke places scene 200
places2_edec32f46acae94d00c47aaf,smoke places scene 368
places2_3ca643899c4e9df47f764dc9,smoke places scene 5
places2_35413325a09e1c1b1d92920a,smoke places scene 178
places2_54915c3a6cdf87322650ecc6,smoke places scene 365
places2_87d8123290c9929990891697,smoke places scene 391
places2_85940f455e2f9aa960bec5be,smoke places scene 102
places2_7887509053dd971a3a8481ba,smoke places scene 88
places2_d77bba00cbd029b2507cd68f,smoke places scene 228
places2_239a1049fcce2fda9d73409a,smoke places scene 39
places2_736f37525daed99dc1fe32be,smoke places scene 343
places2_219c105aa3d09d9428fad56b,smoke places scene 320
places2_e9dc28498bb126833b30692b,smoke places scene 393
places2_5f8f3d0d17c9573bad444b54,smoke places scene 304
places2_4e952368614fc3f13ab457ac,smoke places scene 191
places2_a37c24c0407ff90648198564,smoke places scene 167
places2_0d4a92dc524cb7f21304032e,smoke places scene 344
places2_f365e286ae3d7305fd9eb4b8,smoke places scene 297
places2_298539b6ffd8ee48f2f108ae,smoke places scene 33
places2_6ff1dd0102035afbaae077e1,smoke places scene 224
places2_fb5f38ece3bc3c7a34ac02e5,smoke places scene 155
places2_dfda92a83821743cd76cd60c,smoke places scene 285
places2_4e6f5235134777990e0ceba1,smoke places scene 133
places2_dec98a2cb269541367245f52,smoke places scene 153
places2_62081050890b100e215cae88,smoke places scene 389
places2_1eb581be2a53041f37267988,smoke places scene 388
places2_cdc43d3859c4b6a39bf40923,smoke places scene 254
places2_dc9f6a478fb4501b6911054f,smoke places scene 58
places2_216538d7cad3b4c49ae273b5,smoke places scene 81
places2_5247b842f1212507e49581ca,smoke places scene 1
places2_bb940e47078dd7aba8e27faa,smoke places scene 294
places2_fa50535a453c64664c457668,smoke places scene 394
places2_d812b0c8ea54061d3737a56e,smoke places scene 115
places2_1f1134917082ff5dc18df22f,smoke places scene 308
places2_c710703e59c9cc07e1f1d3ce,smoke places scene 214
places2_4af49e035da15f9a2c00642f,smoke places scene 367
places2_2b0f3dbabc1fff4bbc950227,smoke places scene 390
places2_29d4f8d4beaf070b8028c7d8,smoke places scene 280
places2_4fcbd2ab137791dc6296428f,smoke places scene 53
places2_277cd782b702ce7f5a46c7f8,smoke places scene 131
places2_a7dd3595cfd5dcd6cd11b640,smoke places scene 185
places2_88479423364ea9d3b42ab96e,smoke places scene 114
places2_2d542f7e5f80a9d0daac7210,smoke places scene 204
places2_ffb7f5ad4941d0ba2e4fd227,smoke places scene 173
places2_9d7e2e7f7eb7d5cff93983b2,smoke places scene 346
places2_ce0e759ea97bef50a3628828,smoke places scene 299
places2_85fb645ca3f50693b0a3474d,smoke places scene 79
places2_a521c6e422bf426214e0be7b,smoke places scene 355
places2_fd0f5f65272b2e2d4f0ce607,smoke places scene 392
places2_f2df1681a8f227bce7ff4a14,smoke places scene 192
places2_62f07057fd1c6036068dfae8,smoke places scene 13
places2_f506fe40129fa9b6c938c4fe,smoke places scene 381
places2_bf4f64f4c1e0485b20e38328,smoke places scene 117
places2_107dc12730a0e2958398f383,smoke places scene 54
places2_6d1cb77d68cc3195e004053a,smoke places scene 216
places2_ef6c735456ea2eed5ad0baf9,smoke places scene 50
places2_70b06926b4b85903562dbefa,smoke places scene 243
places2_e96f8e987365a21a423e632f,smoke places scene 282
places2_de07e9158d3081c8eac87aa0,smoke places scene 18
places2_7468531dba14d7a9ef939041,smoke places scene 352
places2_f95abfb4d140d322247b9476,smoke places scene 35
places2_f11ee8e6f850ea9ca1d064ba,smoke places scene 313
places2_d11d3113670558d5cafe3ca6,smoke places scene 67
places2_b62b958ab63b4f050d6fc049,smoke places scene 161
places2_1dd1839623a7dcd977711b2f,smoke places scene 112
places2_eaac285f6e0135eac0389a86,smoke places scene 275
places2_e27a9b4e4497b07d2d731476,smoke places scene 357
places2_b61d46f6ef103aab4ad548ca,smoke places scene 122
places2_86c3116f75964d4a181fd32b,smoke places scene 255
places2_16aeebfb7cf66c787ea3f5b0,smoke places scene 323
places2_b3558c16056a9b2eaf9512b4,smoke places scene 293
places2_f49c47d90e160353b0b2d086,smoke places scene 43
places2_2fa4e703e3775aeea8a54510,smoke places scene 14
places2_670006d340f1c91e7dc12a04,smoke places scene 128
places2_eed18583cf82521e49c1b243,smoke places scene 395
places2_e8f36a0710aafa39493eac7f,smoke places scene 276
places2_0d7d433c5077e637abcb61f0,smoke places scene 84
places2_892bccea1c54f15f3a6371b0,smoke places scene 219
places2_c3583b4214fdda144e0fecbc,smoke places scene 208
places2_7d752e9e54c6164a1a4754c9,smoke places scene 7
places2_c1094949ad0404b856c0193d,smoke places scene 310
places2_7f31652422994d9b529d1ec1,smoke places scene 119
places2_d9f91d72f4acdb6d0b3e4675,smoke places scene 333
places2_44b7c23a6256291ee77b328f,smoke places scene 189
places2_6ed754dc4ee79ba28161a740,smoke places scene 48
places2_0a3f93a127e7c1b7e7bf53c9,smoke places scene 89
places2_94966307b43439bcd01ce0a0,smoke places scene 152
places2_5dfe915de1efaaf7ee8a04f0,smoke places scene 141
places2_040552852943d6655772162a,smoke places scene 376
places2_c41ee5363aa20e7f8b3b3b2d,smoke places scene 158
places2_e8f527185bd0240eb4e03ace,smoke places scene 120
places2_5bb603586acfdc1510473576,smoke places scene 179
places2_5d006f878b91a4fb8f1cf01a,smoke places scene 257
places2_321e06b43210d87f2fe4afa5,smoke places scene 235
places2_671711c58f03744275998217,smoke places scene 160
places2_08d75eb57678d5563e049f1a,smoke places scene 17
places2_c28a2ca3cc8c58e91a5b24c5,smoke places scene 12
places2_4188be01b874f21d50e9d226,smoke places scene 327
places2_f8f2bafbc8ac44e1909543ad,smoke places scene 222
places2_db3590ab7f74aa5b42b48833,smoke places scene 397
places2_3807f9d83e43e40cc19eaea4,smoke places scene 56
